userId,itemIds,scores
204,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.40650612115859985, 0.3979170620441437, 0.3968864977359772, 0.39383724331855774, 0.3865101933479309, 0.3788125216960907, 0.3756386935710907, 0.3740493655204773, 0.37249574065208435, 0.3722015917301178]"
205,"[303, 341, 282, 557, 107, 2191, 458, 502, 139, 554]","[0.4254806637763977, 0.4161629378795624, 0.41543862223625183, 0.411184161901474, 0.4033573567867279, 0.3909153640270233, 0.38924095034599304, 0.3890525996685028, 0.38767313957214355, 0.3861899971961975]"
206,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.2309311479330063, 0.22761638462543488, 0.2272949516773224, 0.22597377002239227, 0.22303235530853271, 0.22026832401752472, 0.21876852214336395, 0.21822690963745117, 0.2176312804222107, 0.21742989122867584]"
207,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.4344550669193268, 0.42482566833496094, 0.42398756742477417, 0.4197922945022583, 0.41169053316116333, 0.400219589471817, 0.3976714015007019, 0.3972797989845276, 0.3956221342086792, 0.3944672644138336]"
208,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.5426228046417236, 0.5293979644775391, 0.5277695655822754, 0.523124635219574, 0.511987566947937, 0.49938154220581055, 0.49499961733818054, 0.49271857738494873, 0.4903317391872406, 0.48983103036880493]"
209,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.8049737811088562, 0.7943846583366394, 0.7935377955436707, 0.7888806462287903, 0.7794042229652405, 0.7713302373886108, 0.7657574415206909, 0.7640575766563416, 0.7621875405311584, 0.761500358581543]"
210,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.7959561944007874, 0.7800589799880981, 0.7781727313995361, 0.7724899649620056, 0.7588626742362976, 0.7453244924545288, 0.7389957904815674, 0.7358710765838623, 0.7329811453819275, 0.732532799243927]"
211,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[1.0135464668273926, 0.9986950755119324, 0.9971870183944702, 0.9913867115974426, 0.9782252907752991, 0.9675763845443726, 0.9600024223327637, 0.9568875432014465, 0.9542105197906494, 0.9537531733512878]"
212,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.6866002678871155, 0.6756051182746887, 0.6745455265045166, 0.6701052188873291, 0.6604882478713989, 0.6513481736183167, 0.6463784575462341, 0.6445415616035461, 0.6425720453262329, 0.641993522644043]"
213,"[303, 341, 282, 557, 107, 2191, 458, 502, 139, 554]","[0.35642948746681213, 0.34906089305877686, 0.3485148847103119, 0.34509479999542236, 0.33887794613838196, 0.3291824460029602, 0.3277208209037781, 0.32757455110549927, 0.3264831006526947, 0.32530155777931213]"
214,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.8228360414505005, 0.8067727088928223, 0.805059015750885, 0.7988693714141846, 0.7851086854934692, 0.7700504064559937, 0.764081597328186, 0.7616605162620544, 0.7587808966636658, 0.7578740119934082]"
215,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.8816086649894714, 0.8697544932365417, 0.8689189553260803, 0.8634418845176697, 0.8528901934623718, 0.8420728445053101, 0.8366331458091736, 0.8354727625846863, 0.8334054350852966, 0.8321961164474487]"
216,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[1.0578020811080933, 1.0499240159988403, 1.0499188899993896, 1.0451529026031494, 1.0374140739440918, 1.0317645072937012, 1.0261292457580566, 1.0258262157440186, 1.024518609046936, 1.0231376886367798]"
217,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.40316295623779297, 0.39460915327072144, 0.3936874568462372, 0.3904014527797699, 0.3831312358379364, 0.3747648298740387, 0.37181320786476135, 0.3706088662147522, 0.36907505989074707, 0.3685626983642578]"
218,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[1.1281486749649048, 1.1142122745513916, 1.113034725189209, 1.1071044206619263, 1.0944923162460327, 1.084739327430725, 1.0770167112350464, 1.0744245052337646, 1.0719305276870728, 1.0711947679519653]"
219,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[1.0428683757781982, 1.023384928703308, 1.0212827920913696, 1.0138462781906128, 0.997069239616394, 0.9794551134109497, 0.9718631505966187, 0.9686964750289917, 0.9651985764503479, 0.9642054438591003]"
220,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[1.0256701707839966, 1.0139882564544678, 1.0132263898849487, 1.0077464580535889, 0.997083306312561, 0.9880097508430481, 0.9816052317619324, 0.980087161064148, 0.9780345559120178, 0.9769775867462158]"
221,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[1.0168930292129517, 1.0022462606430054, 1.0009233951568604, 0.9948092699050903, 0.98183673620224, 0.9695472717285156, 0.9627567529678345, 0.9605250954627991, 0.9579309821128845, 0.9569457769393921]"
222,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.7936838865280151, 0.7754776477813721, 0.7735186219215393, 0.7664921879768372, 0.7511396408081055, 0.732056200504303, 0.7264904975891113, 0.7243330478668213, 0.7211059331893921, 0.7197949886322021]"
223,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.5979722738265991, 0.5865463614463806, 0.5853809118270874, 0.5808678269386292, 0.5710699558258057, 0.5597012639045715, 0.5557277798652649, 0.5543021559715271, 0.5522715449333191, 0.5514323115348816]"
224,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.6643134951591492, 0.6534814834594727, 0.6525368690490723, 0.6479001641273499, 0.6384744048118591, 0.6276652812957764, 0.6235834360122681, 0.6225137114524841, 0.6206137537956238, 0.6195856332778931]"
225,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[1.1142194271087646, 1.101365566253662, 1.100511908531189, 1.0945250988006592, 1.0828123092651367, 1.072965145111084, 1.0658868551254272, 1.0641357898712158, 1.0618804693222046, 1.0607693195343018]"
226,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.8048186898231506, 0.7889643311500549, 0.7872371673583984, 0.7811846137046814, 0.7676119804382324, 0.7529358863830566, 0.7469773888587952, 0.7444837689399719, 0.7416533827781677, 0.7408219575881958]"
227,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.3925034701824188, 0.3840746581554413, 0.383173406124115, 0.379925936460495, 0.3727749288082123, 0.3641939163208008, 0.3614685833454132, 0.3603985011577606, 0.3589021563529968, 0.358321875333786]"
228,"[303, 341, 282, 557, 107, 2191, 458, 502, 139, 554]","[0.7679458260536194, 0.7504943013191223, 0.7494454979896545, 0.7407193183898926, 0.72618168592453, 0.7002829313278198, 0.6993205547332764, 0.6976844668388367, 0.6964772939682007, 0.6929369568824768]"
229,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.986332356929779, 0.96541827917099, 0.9632924795150757, 0.9549487829208374, 0.9372103214263916, 0.9153262972831726, 0.908661961555481, 0.9063807129859924, 0.9026862978935242, 0.9010169506072998]"
230,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.4818321168422699, 0.46886080503463745, 0.46737271547317505, 0.462552547454834, 0.451743483543396, 0.43788957595825195, 0.43426793813705444, 0.43264931440353394, 0.43033820390701294, 0.4295066297054291]"
231,"[303, 282, 341, 557, 107, 2191, 502, 458, 139, 554]","[1.046379804611206, 1.040675401687622, 1.0406031608581543, 1.037107229232788, 1.0309619903564453, 1.0306216478347778, 1.0241303443908691, 1.0228652954101562, 1.0218734741210938, 1.0213462114334106]"
232,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.9531776905059814, 0.9347701668739319, 0.9327041506767273, 0.925857424736023, 0.9100502729415894, 0.8938034176826477, 0.8865686058998108, 0.8833197951316833, 0.8800033330917358, 0.8792427778244019]"
233,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.9618052840232849, 0.9482906460762024, 0.9473372101783752, 0.9410919547080994, 0.9291401505470276, 0.9156485199928284, 0.9101248383522034, 0.9091615080833435, 0.906825840473175, 0.9052378535270691]"
234,"[303, 341, 282, 557, 107, 2191, 458, 502, 139, 554]","[0.7850752472877502, 0.7664287090301514, 0.7651559710502625, 0.7561876773834229, 0.7406842708587646, 0.7137138247489929, 0.7121275663375854, 0.7108380794525146, 0.709050178527832, 0.7055697441101074]"
235,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.3406790494918823, 0.3353179693222046, 0.3347953259944916, 0.33262649178504944, 0.32792702317237854, 0.3233037292957306, 0.32096239924430847, 0.32012370228767395, 0.3191606402397156, 0.3188389241695404]"
236,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.5990449786186218, 0.5863588452339172, 0.5849432945251465, 0.5801783800125122, 0.5693941712379456, 0.5570802092552185, 0.5527183413505554, 0.5508449077606201, 0.5485720038414001, 0.547861635684967]"
237,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.4215407073497772, 0.41599759459495544, 0.4155678153038025, 0.41310110688209534, 0.4081375300884247, 0.4032122790813446, 0.400652676820755, 0.40001457929611206, 0.399051308631897, 0.3985294699668884]"
238,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[1.135626196861267, 1.1140720844268799, 1.111716389656067, 1.103574275970459, 1.085040807723999, 1.0657113790512085, 1.0573080778121948, 1.0537010431289673, 1.049821138381958, 1.048798680305481]"
239,"[303, 341, 282, 557, 107, 2191, 458, 502, 139, 554]","[0.9376525282859802, 0.920078694820404, 0.9191815257072449, 0.910092294216156, 0.8951888084411621, 0.8700133562088013, 0.8682022094726562, 0.8665648102760315, 0.865347146987915, 0.8616896867752075]"
240,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.6831178069114685, 0.6711627244949341, 0.669964075088501, 0.6651992201805115, 0.6548475027084351, 0.6441256403923035, 0.6392431259155273, 0.6374173164367676, 0.6352900862693787, 0.6345868110656738]"
241,"[303, 341, 282, 557, 107, 2191, 458, 502, 139, 554]","[0.6057372689247131, 0.5905414819717407, 0.5895671248435974, 0.5820868611335754, 0.569524884223938, 0.5465958118438721, 0.5461118221282959, 0.5446726083755493, 0.5436335802078247, 0.5405788421630859]"
242,"[303, 341, 282, 557, 107, 2191, 458, 502, 139, 554]","[0.578086793422699, 0.5646904706954956, 0.5638207197189331, 0.5572799444198608, 0.5461236834526062, 0.5267422795295715, 0.5255894064903259, 0.5246009230613708, 0.5233862996101379, 0.5208415389060974]"
243,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.8129960894584656, 0.7972515225410461, 0.7959396243095398, 0.7889987826347351, 0.7755824327468872, 0.7574397325515747, 0.7528094053268433, 0.7520830035209656, 0.7493720054626465, 0.7474669814109802]"
244,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.2280885875225067, 0.22526100277900696, 0.2250540405511856, 0.22377197444438934, 0.2212211936712265, 0.21880300343036652, 0.21741601824760437, 0.21708367764949799, 0.216591015458107, 0.2163214087486267]"
245,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.9569395184516907, 0.9432461857795715, 0.9419582486152649, 0.9363701343536377, 0.9242221713066101, 0.9136319756507874, 0.906882107257843, 0.9044279456138611, 0.9019821286201477, 0.9012933373451233]"
246,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[1.0065627098083496, 0.983910083770752, 0.9812161326408386, 0.9730790853500366, 0.9538869857788086, 0.9330723881721497, 0.924964427947998, 0.9209586381912231, 0.9168621897697449, 0.9160348773002625]"
247,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.5620312690734863, 0.5512933731079102, 0.5501197576522827, 0.5460617542266846, 0.5368344783782959, 0.527499794960022, 0.5231579542160034, 0.5212522149085999, 0.5193238854408264, 0.518882691860199]"
248,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[1.0683374404907227, 1.0622295141220093, 1.0622228384017944, 1.0586323738098145, 1.0521862506866455, 1.0520068407058716, 1.0452115535736084, 1.0436747074127197, 1.0426150560379028, 1.0421960353851318]"
249,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.32518813014030457, 0.32026007771492004, 0.3198269009590149, 0.31772640347480774, 0.31339573860168457, 0.3087727725505829, 0.3067358136177063, 0.3061590790748596, 0.305293470621109, 0.3048633635044098]"
250,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.4388333559036255, 0.4277471899986267, 0.4265766441822052, 0.4222263991832733, 0.41296255588531494, 0.40062764286994934, 0.397617369890213, 0.39655351638793945, 0.39460188150405884, 0.3936769366264343]"
251,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.42364490032196045, 0.4168992340564728, 0.4162276089191437, 0.4135303795337677, 0.4076235890388489, 0.4020978510379791, 0.39901724457740784, 0.3978431224822998, 0.39664193987846375, 0.3963087499141693]"
252,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.38891881704330444, 0.3852967321872711, 0.3851028382778168, 0.3833326995372772, 0.379904568195343, 0.3778859078884125, 0.3753572404384613, 0.374709814786911, 0.37407419085502625, 0.3738130033016205]"
253,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.9201415777206421, 0.9014046788215637, 0.8993654251098633, 0.8922088146209717, 0.8762215971946716, 0.8582440614700317, 0.8515685200691223, 0.8488183617591858, 0.8454678654670715, 0.844382107257843]"
254,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.4943080246448517, 0.485769659280777, 0.4850090742111206, 0.4813854694366455, 0.47400256991386414, 0.46520429849624634, 0.4621836543083191, 0.46139755845069885, 0.4599016308784485, 0.45907437801361084]"
255,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.9083621501922607, 0.8953676223754883, 0.8941797614097595, 0.8888227343559265, 0.8772990107536316, 0.8673304319381714, 0.8608481287956238, 0.8585249185562134, 0.8562057018280029, 0.8555542230606079]"
256,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.3197425305843353, 0.3130888342857361, 0.312518447637558, 0.3096243739128113, 0.3039920926094055, 0.2963150441646576, 0.29441508650779724, 0.2940736413002014, 0.29291969537734985, 0.2921528220176697]"
257,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.40290704369544983, 0.39383959770202637, 0.3927403688430786, 0.38952869176864624, 0.38184377551078796, 0.3736608922481537, 0.37036633491516113, 0.36868610978126526, 0.3670487105846405, 0.36675938963890076]"
258,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.48573988676071167, 0.47464796900749207, 0.4735809564590454, 0.4690062701702118, 0.4596782624721527, 0.4470583200454712, 0.4440010190010071, 0.4431951940059662, 0.4412611722946167, 0.44015035033226013]"
259,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.855908215045929, 0.8440579771995544, 0.8430201411247253, 0.8380155563354492, 0.8274655342102051, 0.8177275061607361, 0.8120566010475159, 0.8102473616600037, 0.8081381320953369, 0.8073307871818542]"
260,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.6451624035835266, 0.6309027671813965, 0.6293134093284607, 0.6239510178565979, 0.6118693947792053, 0.5980639457702637, 0.5931605696678162, 0.5910180807113647, 0.5884634256362915, 0.5877031683921814]"
261,"[303, 341, 282, 557, 107, 2191, 458, 502, 139, 554]","[0.6448873281478882, 0.6327382326126099, 0.6320552229881287, 0.6259083151817322, 0.6156012415885925, 0.5985990166664124, 0.5970069169998169, 0.5960908532142639, 0.5950179100036621, 0.5926203727722168]"
262,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[1.0249313116073608, 1.0074363946914673, 1.0057247877120972, 0.9986681342124939, 0.9834858775138855, 0.966672956943512, 0.960064172744751, 0.9578432440757751, 0.9547457695007324, 0.9534090161323547]"
263,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.6986651420593262, 0.682693600654602, 0.6811676025390625, 0.6745327711105347, 0.6611072421073914, 0.642511248588562, 0.6383073329925537, 0.6373099684715271, 0.6345346570014954, 0.6328333020210266]"
264,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.9192637205123901, 0.9051572680473328, 0.9040946364402771, 0.8977020978927612, 0.8853685855865479, 0.87100750207901, 0.8655564785003662, 0.8645092844963074, 0.8620619773864746, 0.8604919910430908]"
265,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[1.0105371475219727, 0.9921507835388184, 0.9904171228408813, 0.9828298091888428, 0.9670060276985168, 0.9481942653656006, 0.9418134689331055, 0.9399145841598511, 0.936673641204834, 0.9350507259368896]"
266,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.6654762625694275, 0.6513053178787231, 0.6498125195503235, 0.6442863941192627, 0.632257878780365, 0.6175462603569031, 0.6130645871162415, 0.6114051938056946, 0.6088894605636597, 0.6078255772590637]"
267,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.8540868759155273, 0.8403644561767578, 0.8390498757362366, 0.8334586024284363, 0.8214653134346008, 0.808579683303833, 0.8031450510025024, 0.8013673424720764, 0.7989379167556763, 0.7978784441947937]"
268,"[303, 341, 282, 557, 107, 2191, 458, 502, 139, 554]","[0.44181719422340393, 0.43304333090782166, 0.4324658215045929, 0.42823293805122375, 0.42081254720687866, 0.40916791558265686, 0.40749526023864746, 0.4071812331676483, 0.4060288071632385, 0.40453439950942993]"
269,"[303, 341, 282, 557, 107, 2191, 458, 502, 139, 554]","[0.5474512577056885, 0.5360599160194397, 0.5352751016616821, 0.5298494696617126, 0.5202545523643494, 0.504839301109314, 0.5029399394989014, 0.5024924874305725, 0.5010399222373962, 0.49908447265625]"
270,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.463554710149765, 0.45595404505729675, 0.4552197754383087, 0.4521452486515045, 0.44552168250083923, 0.43862032890319824, 0.4355199337005615, 0.4344363808631897, 0.4330790042877197, 0.43256670236587524]"
271,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.46952250599861145, 0.4587561786174774, 0.4575115442276001, 0.4535497725009918, 0.4444549083709717, 0.4342898428440094, 0.4305190443992615, 0.42875227332115173, 0.4268147647380829, 0.42634767293930054]"
272,"[303, 341, 282, 557, 107, 2191, 458, 502, 139, 554]","[0.7067356109619141, 0.6908246874809265, 0.6898030638694763, 0.6820185780525208, 0.6687361001968384, 0.6460883021354675, 0.6443949937820435, 0.6433138847351074, 0.6417723894119263, 0.6387981176376343]"
273,"[303, 282, 341, 557, 2191, 107, 502, 458, 139, 554]","[1.0687572956085205, 1.0639492273330688, 1.0637362003326416, 1.0605632066726685, 1.055313229560852, 1.0549715757369995, 1.0489987134933472, 1.047966480255127, 1.0471163988113403, 1.0465166568756104]"
274,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[1.0452721118927002, 1.0344157218933105, 1.0337735414505005, 1.0285570621490479, 1.0184924602508545, 1.0104974508285522, 1.0041377544403076, 1.0027161836624146, 1.0008207559585571, 0.9997848272323608]"
275,"[303, 341, 282, 557, 107, 2191, 458, 502, 139, 554]","[0.5683221220970154, 0.5560028553009033, 0.5550800561904907, 0.5493744611740112, 0.5390239953994751, 0.5229566693305969, 0.5203903913497925, 0.5202188491821289, 0.5183144211769104, 0.5164113640785217]"
276,"[303, 341, 282, 557, 107, 2191, 458, 502, 139, 554]","[0.4369548261165619, 0.42803335189819336, 0.4273960292339325, 0.4232025444507599, 0.41566798090934753, 0.4041288197040558, 0.4021744132041931, 0.4020273983478546, 0.4006744921207428, 0.3992685079574585]"
277,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.2449880689382553, 0.2412518858909607, 0.24097144603729248, 0.23926573991775513, 0.23599590361118317, 0.23220482468605042, 0.23074078559875488, 0.23046627640724182, 0.22981739044189453, 0.22939667105674744]"
278,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.9770845174789429, 0.9597685933113098, 0.9578419923782349, 0.9513870477676392, 0.9363745450973511, 0.9221065044403076, 0.9146679043769836, 0.9113357067108154, 0.9082068204879761, 0.9076092839241028]"
279,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.9594231247901917, 0.9453126788139343, 0.9439907670021057, 0.9382026195526123, 0.9257322549819946, 0.9138979315757751, 0.9074478149414062, 0.9052238464355469, 0.9027191996574402, 0.9018293619155884]"
280,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.2683448791503906, 0.2639090418815613, 0.2634921669960022, 0.2616596817970276, 0.2577964961528778, 0.2536645531654358, 0.25187787413597107, 0.25130268931388855, 0.2505187690258026, 0.25018566846847534]"
281,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[1.084358811378479, 1.0643144845962524, 1.0621269941329956, 1.0545556545257568, 1.0372675657272339, 1.0197422504425049, 1.011656641960144, 1.0081751346588135, 1.0045593976974487, 1.0036739110946655]"
282,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.5277563333511353, 0.515942394733429, 0.514854371547699, 0.5098494291305542, 0.4999072849750519, 0.4856952130794525, 0.48275139927864075, 0.48222997784614563, 0.48019716143608093, 0.47879233956336975]"
283,"[303, 341, 282, 557, 107, 2191, 458, 502, 139, 554]","[0.851840078830719, 0.8336353302001953, 0.8325501084327698, 0.8234423995018005, 0.8081856369972229, 0.7816590666770935, 0.7802220582962036, 0.7786368727684021, 0.7772446870803833, 0.7735962867736816]"
284,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.46268823742866516, 0.45395439863204956, 0.45316019654273987, 0.44947129487991333, 0.4419935345649719, 0.4333011209964752, 0.43008387088775635, 0.4291400909423828, 0.42759567499160767, 0.42687907814979553]"
285,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.9118143320083618, 0.8914970755577087, 0.8893295526504517, 0.8814510703086853, 0.8642779588699341, 0.8431263566017151, 0.8367894887924194, 0.8343760371208191, 0.8307706713676453, 0.8292941451072693]"
286,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.9275929927825928, 0.9121472239494324, 0.9107296466827393, 0.904303789138794, 0.8908767700195312, 0.8763301968574524, 0.8701797127723694, 0.8682507276535034, 0.8655165433883667, 0.8643165826797485]"
287,"[303, 282, 341, 557, 107, 2191, 502, 458, 139, 554]","[1.0790916681289673, 1.0726451873779297, 1.0726088285446167, 1.0687264204025269, 1.0619897842407227, 1.0600887537002563, 1.0537819862365723, 1.0527589321136475, 1.0516510009765625, 1.0508664846420288]"
288,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.3709000051021576, 0.3633256256580353, 0.3626483082771301, 0.3594179153442383, 0.3529893457889557, 0.34464335441589355, 0.3423040211200714, 0.3417494595050812, 0.340426504611969, 0.33965161442756653]"
289,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.9696946144104004, 0.9589223861694336, 0.9583030939102173, 0.9530507922172546, 0.9431909918785095, 0.9341216683387756, 0.9284389615058899, 0.9274061918258667, 0.9255384802818298, 0.9243228435516357]"
290,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.43436917662620544, 0.42503541707992554, 0.4238572120666504, 0.4206700026988983, 0.41271311044692993, 0.40492570400238037, 0.40125247836112976, 0.3992525637149811, 0.3975529968738556, 0.39740878343582153]"
291,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[1.0758827924728394, 1.0636212825775146, 1.0626640319824219, 1.0573104619979858, 1.0460777282714844, 1.0379246473312378, 1.0307362079620361, 1.0284491777420044, 1.0262702703475952, 1.0255742073059082]"
292,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.3256724178791046, 0.3191363215446472, 0.31861475110054016, 0.3156760334968567, 0.31013214588165283, 0.3022071123123169, 0.3004675507545471, 0.3003248870372772, 0.2992107570171356, 0.2983282506465912]"
293,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[1.0535297393798828, 1.0434895753860474, 1.0431866645812988, 1.037716031074524, 1.0283167362213135, 1.0197612047195435, 1.0139939785003662, 1.0135067701339722, 1.0118097066879272, 1.0102930068969727]"
294,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.551354169845581, 0.5391624569892883, 0.53782719373703, 0.533179759979248, 0.5228594541549683, 0.5107307434082031, 0.5066735744476318, 0.5049905776977539, 0.5028170943260193, 0.502078652381897]"
295,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.46452897787094116, 0.4534788429737091, 0.4523082971572876, 0.44798544049263, 0.43870779871940613, 0.4268525242805481, 0.423597514629364, 0.42240551114082336, 0.42045074701309204, 0.41959822177886963]"
296,"[303, 341, 282, 557, 107, 2191, 458, 502, 139, 554]","[0.7144100069999695, 0.7011459469795227, 0.7003640532493591, 0.6937519311904907, 0.6824650764465332, 0.6650322675704956, 0.6623043417930603, 0.6617336869239807, 0.6601054072380066, 0.657759428024292]"
297,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[1.0703750848770142, 1.0637022256851196, 1.0636059045791626, 1.0598658323287964, 1.0529792308807373, 1.0521068572998047, 1.045262336730957, 1.0436440706253052, 1.0424801111221313, 1.042046308517456]"
298,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.35756710171699524, 0.3500267267227173, 0.3492172360420227, 0.34631314873695374, 0.33990365266799927, 0.33260440826416016, 0.3299512267112732, 0.3288717567920685, 0.32751843333244324, 0.32708054780960083]"
299,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.49489861726760864, 0.4831635653972626, 0.4817476272583008, 0.4775700271129608, 0.46767133474349976, 0.45671188831329346, 0.4526542127132416, 0.45059487223625183, 0.44847241044044495, 0.44804900884628296]"
300,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.9258416295051575, 0.9056835770606995, 0.9035971164703369, 0.8956345319747925, 0.8785744905471802, 0.8572624325752258, 0.8510311841964722, 0.8488417267799377, 0.8452836871147156, 0.843680739402771]"
301,"[303, 341, 282, 557, 107, 2191, 458, 502, 139, 554]","[0.5218147039413452, 0.5096006989479065, 0.5086085796356201, 0.5031143426895142, 0.49290931224823, 0.47691139578819275, 0.4744524359703064, 0.4743845462799072, 0.4723818004131317, 0.47057950496673584]"
302,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.6578711867332458, 0.6431773900985718, 0.6415764689445496, 0.6359562873840332, 0.6235310435295105, 0.6083173751831055, 0.603747546672821, 0.6019274592399597, 0.5993080139160156, 0.5982873439788818]"
303,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[1.0467969179153442, 1.0289218425750732, 1.02748441696167, 1.0195311307907104, 1.0040919780731201, 0.984456479549408, 0.9785290956497192, 0.9775102734565735, 0.9744237661361694, 0.9722962379455566]"
304,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[1.0950790643692017, 1.0851441621780396, 1.0845625400543213, 1.0798273086547852, 1.0703672170639038, 1.065738320350647, 1.058362364768982, 1.0562294721603394, 1.0544698238372803, 1.0539474487304688]"
305,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.6326981782913208, 0.6272658109664917, 0.6270025372505188, 0.6242868900299072, 0.6190654039382935, 0.6170476675033569, 0.6126131415367126, 0.6113672852516174, 0.6104124784469604, 0.6101629137992859]"
